user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4
1109,anxious,I feel tense and uneasy for no clear reason.,10,7.3,6,9,10,quotes,-0.16,mindfulness_exercise,short_walk,call_friend,positive_affirmation
1110,lonely,I wish someone understood how I feel.,4,3.1,4,1,2,quick_exercises,-0.89,deep_breathing,call_friend,digital_detox,positive_affirmation
1111,angry,I can't stop thinking about something that made me angry.,10,3.9,2,9,3,light_humor,0.93,5_min_meditation,call_friend,watch_funny_video,gratitude_list
1112,stressed,My deadlines are piling up and I can't relax.,4,3.8,7,6,3,quick_exercises,-0.42,drink_water,5_min_meditation,mindfulness_exercise,digital_detox
1113,overthinking,My brain won't switch off from constant thinking.,9,3.0,3,3,5,quotes,0.3,nature_break,write_journal,call_friend,watch_funny_video
1114,anxious,I keep worrying about small things and can't focus.,9,3.7,7,1,4,quotes,-0.93,short_walk,watch_funny_video,deep_breathing,stretch_body
1115,lonely,I feel like I don't have anyone to talk to today.,5,4.2,8,1,4,quick_exercises,0.28,mindfulness_exercise,gratitude_list,call_friend,drink_tea
1116,sad,I can't seem to shake this sadness.,3,3.9,6,5,3,light_humor,-0.76,mindfulness_exercise,nature_break,gratitude_list,5_min_meditation
1117,angry,I feel frustrated and irritated about what happened.,5,4.7,8,1,4,quick_exercises,-0.76,write_journal,nature_break,digital_detox,5_min_meditation
1118,overthinking,I keep analyzing everything too much.,8,7.7,10,9,8,suggestions,0.62,write_journal,5_min_meditation,nature_break,call_friend
1119,anxious,I feel nervous about what might happen later today.,6,7.7,4,1,7,light_humor,0.37,digital_detox,drink_tea,positive_affirmation,stretch_body
1120,overthinking,I keep analyzing everything too much.,2,3.5,9,6,6,quick_exercises,0.59,gratitude_list,call_friend,5_min_meditation,nature_break
1121,anxious,I feel tense and uneasy for no clear reason.,3,3.3,8,8,10,suggestions,-0.86,stretch_body,write_journal,drink_water,drink_tea
1122,burned_out,I have no energy left to deal with anything.,4,4.1,8,7,10,suggestions,0.76,digital_detox,5_min_meditation,nature_break,deep_breathing
1123,stressed,I keep thinking about everything I have to do and it's exhausting.,9,3.2,7,1,8,guided_steps,-0.75,stretch_body,mindfulness_exercise,digital_detox,listen_music
1124,sad,I feel emotionally drained and down.,6,7.7,8,10,6,quick_exercises,-0.29,call_friend,drink_tea,listen_music,digital_detox
1125,sad,I feel emotionally drained and down.,4,7.5,3,4,6,suggestions,0.52,positive_affirmation,nature_break,digital_detox,mindfulness_exercise
1126,angry,I can't stop thinking about something that made me angry.,10,4.7,2,6,9,light_humor,0.37,write_journal,nature_break,stretch_body,short_walk
1127,overthinking,I can't stop thinking about past mistakes.,8,8.2,10,6,7,guided_steps,0.27,write_journal,mindfulness_exercise,listen_music,watch_funny_video
1128,burned_out,I feel exhausted and mentally drained.,3,5.8,8,4,7,guided_steps,0.94,drink_water,call_friend,gratitude_list,drink_tea
1129,burned_out,I have no energy left to deal with anything.,1,4.2,8,9,2,suggestions,-0.06,digital_detox,gratitude_list,drink_water,write_journal
1130,overthinking,My mind keeps replaying the same thoughts again and again.,9,7.6,3,8,2,quick_exercises,-0.63,drink_water,call_friend,drink_tea,listen_music
1131,overthinking,My brain won't switch off from constant thinking.,5,7.4,10,2,3,suggestions,-0.99,nature_break,stretch_body,drink_tea,5_min_meditation
1132,anxious,I feel nervous about what might happen later today.,4,7.9,1,10,8,light_humor,-0.43,short_walk,write_journal,stretch_body,drink_tea
1133,anxious,My heart is racing and I can't calm down.,1,6.8,2,9,7,guided_steps,0.36,deep_breathing,5_min_meditation,drink_tea,digital_detox
1134,sad,I feel really low today and don't have motivation.,10,8.4,8,2,2,suggestions,-0.31,call_friend,stretch_body,write_journal,watch_funny_video
1135,stressed,I feel pressure from work and my mind won't slow down.,8,6.9,1,1,5,light_humor,-0.81,drink_water,deep_breathing,5_min_meditation,mindfulness_exercise
1136,angry,I feel frustrated and irritated about what happened.,8,5.4,10,9,8,quotes,-0.23,drink_water,drink_tea,deep_breathing,positive_affirmation
1137,lonely,I feel like I don't have anyone to talk to today.,3,3.4,8,6,5,quotes,0.35,watch_funny_video,call_friend,digital_detox,gratitude_list
1138,angry,I can't stop thinking about something that made me angry.,4,8.2,9,1,9,guided_steps,0.37,digital_detox,watch_funny_video,deep_breathing,gratitude_list
1139,lonely,I feel like I don't have anyone to talk to today.,9,6.6,2,7,9,guided_steps,-0.98,write_journal,mindfulness_exercise,listen_music,positive_affirmation
1140,angry,I feel frustrated and irritated about what happened.,4,6.3,6,3,9,suggestions,0.78,5_min_meditation,nature_break,gratitude_list,mindfulness_exercise
1141,sad,I feel really low today and don't have motivation.,10,4.4,9,10,4,quotes,0.72,drink_water,nature_break,gratitude_list,watch_funny_video
1142,burned_out,I feel exhausted and mentally drained.,5,4.0,8,2,2,quick_exercises,0.84,write_journal,deep_breathing,listen_music,stretch_body
1143,burned_out,I feel exhausted and mentally drained.,1,7.3,2,2,6,suggestions,-0.53,5_min_meditation,nature_break,listen_music,write_journal
1144,stressed,My deadlines are piling up and I can't relax.,9,7.2,10,3,6,quotes,0.23,digital_detox,drink_water,stretch_body,gratitude_list
1145,burned_out,I have no energy left to deal with anything.,5,7.0,9,1,8,quotes,-0.71,listen_music,stretch_body,drink_tea,call_friend
1146,anxious,I feel tense and uneasy for no clear reason.,2,5.1,3,1,3,light_humor,-0.56,5_min_meditation,drink_tea,call_friend,drink_water
1147,anxious,I feel nervous about what might happen later today.,5,3.4,2,10,9,quotes,0.85,drink_water,nature_break,digital_detox,gratitude_list
1148,burned_out,I feel exhausted and mentally drained.,2,8.5,2,2,1,quotes,-0.96,drink_water,gratitude_list,mindfulness_exercise,drink_tea
1149,stressed,I feel pressure from work and my mind won't slow down.,8,8.3,8,9,2,suggestions,-0.95,listen_music,digital_detox,deep_breathing,mindfulness_exercise
1150,sad,I can't seem to shake this sadness.,9,4.3,5,6,8,quotes,-0.83,call_friend,nature_break,positive_affirmation,mindfulness_exercise
1151,angry,I feel tense and annoyed with everyone today.,2,3.2,1,6,8,light_humor,0.37,positive_affirmation,5_min_meditation,call_friend,listen_music
1152,anxious,I feel nervous about what might happen later today.,9,4.4,9,5,2,quick_exercises,0.34,mindfulness_exercise,watch_funny_video,short_walk,5_min_meditation
1153,angry,I can't stop thinking about something that made me angry.,2,5.1,1,2,5,quotes,0.66,gratitude_list,digital_detox,mindfulness_exercise,stretch_body
1154,sad,I can't seem to shake this sadness.,2,7.3,7,1,1,quick_exercises,-0.08,call_friend,5_min_meditation,mindfulness_exercise,listen_music
1155,angry,I can't stop thinking about something that made me angry.,7,8.9,5,8,7,quotes,0.07,stretch_body,drink_water,gratitude_list,write_journal
1156,burned_out,I have no energy left to deal with anything.,4,7.4,9,6,4,quotes,-0.17,short_walk,stretch_body,call_friend,gratitude_list
1157,overthinking,I keep analyzing everything too much.,2,6.4,8,6,7,guided_steps,0.47,watch_funny_video,5_min_meditation,drink_water,gratitude_list
1158,sad,I feel really low today and don't have motivation.,6,8.1,7,3,10,guided_steps,-0.23,call_friend,5_min_meditation,gratitude_list,stretch_body
1159,lonely,I wish someone understood how I feel.,10,4.9,6,3,8,quotes,0.29,watch_funny_video,stretch_body,nature_break,gratitude_list
1160,angry,I can't stop thinking about something that made me angry.,1,4.5,8,6,1,suggestions,0.68,gratitude_list,nature_break,stretch_body,positive_affirmation
1161,anxious,I feel tense and uneasy for no clear reason.,8,8.0,4,7,4,light_humor,-0.45,deep_breathing,drink_water,short_walk,write_journal
1162,anxious,I feel tense and uneasy for no clear reason.,1,6.0,1,7,7,guided_steps,0.53,call_friend,nature_break,drink_tea,positive_affirmation
1163,sad,Everything feels heavy and I just want to stay quiet.,7,5.8,7,1,7,guided_steps,-0.62,digital_detox,write_journal,listen_music,mindfulness_exercise
1164,lonely,I miss having meaningful conversations.,6,3.2,3,1,5,suggestions,-0.62,short_walk,watch_funny_video,nature_break,write_journal
1165,overthinking,I can't stop thinking about past mistakes.,9,5.3,6,2,9,light_humor,0.57,mindfulness_exercise,short_walk,listen_music,drink_tea
1166,anxious,I keep worrying about small things and can't focus.,10,7.4,2,7,6,quick_exercises,-0.27,drink_water,stretch_body,nature_break,mindfulness_exercise
1167,stressed,I keep thinking about everything I have to do and it's exhausting.,6,6.2,2,7,8,light_humor,-0.9,stretch_body,drink_tea,deep_breathing,drink_water
1168,lonely,I feel like I don't have anyone to talk to today.,3,8.6,6,2,10,quick_exercises,-0.27,short_walk,nature_break,drink_tea,drink_water
1169,overthinking,I keep analyzing everything too much.,8,6.6,4,5,7,guided_steps,0.5,5_min_meditation,watch_funny_video,listen_music,digital_detox
1170,anxious,I feel tense and uneasy for no clear reason.,1,5.3,10,7,10,guided_steps,0.42,5_min_meditation,listen_music,short_walk,mindfulness_exercise
1171,sad,I can't seem to shake this sadness.,8,7.1,4,9,10,guided_steps,0.72,mindfulness_exercise,stretch_body,write_journal,digital_detox
1172,lonely,I feel isolated even when people are around.,4,7.2,4,3,1,suggestions,-0.51,watch_funny_video,gratitude_list,listen_music,nature_break
1173,angry,I feel tense and annoyed with everyone today.,1,7.0,9,10,5,guided_steps,0.05,write_journal,listen_music,stretch_body,digital_detox
1174,lonely,I feel like I don't have anyone to talk to today.,4,6.8,10,8,6,light_humor,0.17,listen_music,call_friend,positive_affirmation,gratitude_list
1175,lonely,I wish someone understood how I feel.,4,3.7,9,9,4,light_humor,0.64,short_walk,drink_water,mindfulness_exercise,nature_break
1176,stressed,I keep thinking about everything I have to do and it's exhausting.,9,7.1,3,10,1,suggestions,0.5,positive_affirmation,5_min_meditation,stretch_body,listen_music
1177,angry,I feel frustrated and irritated about what happened.,6,7.2,3,5,2,quotes,-0.21,stretch_body,deep_breathing,drink_water,mindfulness_exercise
1178,sad,I can't seem to shake this sadness.,1,8.2,3,1,10,guided_steps,-0.65,drink_tea,nature_break,short_walk,5_min_meditation
1179,burned_out,I feel exhausted and mentally drained.,5,5.1,3,2,7,quotes,0.84,nature_break,digital_detox,5_min_meditation,short_walk
1180,overthinking,I can't stop thinking about past mistakes.,4,7.5,8,3,5,suggestions,-0.42,nature_break,short_walk,deep_breathing,drink_tea
1181,lonely,I feel like I don't have anyone to talk to today.,1,7.7,9,1,6,quick_exercises,0.45,drink_water,write_journal,watch_funny_video,nature_break
1182,lonely,I feel like I don't have anyone to talk to today.,3,3.1,5,6,6,suggestions,0.51,short_walk,digital_detox,watch_funny_video,5_min_meditation
1183,lonely,I wish someone understood how I feel.,10,7.6,2,2,4,guided_steps,-0.23,drink_tea,call_friend,nature_break,gratitude_list
1184,sad,I feel emotionally drained and down.,2,4.1,8,3,7,guided_steps,0.67,positive_affirmation,drink_tea,short_walk,watch_funny_video
1185,sad,I feel really low today and don't have motivation.,4,5.0,1,4,8,light_humor,-0.58,positive_affirmation,short_walk,gratitude_list,write_journal
1186,stressed,I have too many things to finish today and I feel overwhelmed.,5,5.7,5,6,1,quotes,0.68,5_min_meditation,positive_affirmation,stretch_body,drink_tea
1187,overthinking,My mind keeps replaying the same thoughts again and again.,4,5.2,2,6,2,quick_exercises,0.15,mindfulness_exercise,gratitude_list,watch_funny_video,drink_water
1188,angry,I feel tense and annoyed with everyone today.,3,6.5,4,8,10,quick_exercises,-0.67,gratitude_list,digital_detox,write_journal,mindfulness_exercise
1189,stressed,I keep thinking about everything I have to do and it's exhausting.,4,8.7,4,9,1,quotes,0.12,listen_music,positive_affirmation,short_walk,watch_funny_video
1190,angry,I can't stop thinking about something that made me angry.,8,7.4,8,8,2,suggestions,-0.85,digital_detox,short_walk,deep_breathing,call_friend
1191,sad,I can't seem to shake this sadness.,2,7.3,7,6,7,light_humor,-0.09,positive_affirmation,5_min_meditation,gratitude_list,deep_breathing
1192,overthinking,I can't stop thinking about past mistakes.,3,6.9,9,1,8,quotes,-0.14,mindfulness_exercise,watch_funny_video,short_walk,stretch_body
1193,lonely,I feel like I don't have anyone to talk to today.,2,5.8,10,10,1,quotes,-0.43,gratitude_list,watch_funny_video,drink_tea,drink_water
1194,burned_out,I feel completely burned out from work and responsibilities.,10,8.7,5,4,10,quick_exercises,-0.96,nature_break,short_walk,deep_breathing,watch_funny_video
1195,lonely,I wish someone understood how I feel.,1,3.2,4,2,9,light_humor,0.16,digital_detox,listen_music,short_walk,gratitude_list
1196,anxious,I keep worrying about small things and can't focus.,10,6.9,9,10,2,quotes,-0.59,5_min_meditation,gratitude_list,digital_detox,stretch_body
1197,stressed,I have too many things to finish today and I feel overwhelmed.,7,8.3,5,10,1,quick_exercises,0.95,nature_break,gratitude_list,listen_music,digital_detox
1198,sad,I feel emotionally drained and down.,4,3.4,1,10,10,quick_exercises,0.88,listen_music,call_friend,drink_tea,write_journal
1199,lonely,I miss having meaningful conversations.,10,8.9,1,5,6,quotes,-0.34,gratitude_list,digital_detox,call_friend,stretch_body
1200,burned_out,I can't focus anymore and everything feels tiring.,3,4.0,2,1,1,quick_exercises,0.34,listen_music,stretch_body,nature_break,short_walk
1201,lonely,I feel isolated even when people are around.,9,8.4,9,10,1,guided_steps,-0.12,digital_detox,stretch_body,drink_water,write_journal
1202,sad,Everything feels heavy and I just want to stay quiet.,2,8.8,7,1,2,quotes,0.31,listen_music,short_walk,positive_affirmation,5_min_meditation
1203,angry,I can't stop thinking about something that made me angry.,6,5.8,6,10,4,quick_exercises,0.94,5_min_meditation,write_journal,drink_tea,mindfulness_exercise
1204,stressed,I keep thinking about everything I have to do and it's exhausting.,3,4.7,5,7,8,guided_steps,-0.21,drink_water,gratitude_list,5_min_meditation,digital_detox
1205,burned_out,I feel exhausted and mentally drained.,2,7.4,2,6,4,suggestions,0.04,write_journal,short_walk,positive_affirmation,drink_water
1206,angry,I feel tense and annoyed with everyone today.,2,8.6,1,7,10,suggestions,-0.58,gratitude_list,drink_water,watch_funny_video,write_journal
1207,angry,I'm really upset and it's hard to calm down.,3,7.2,2,5,7,suggestions,-0.03,stretch_body,gratitude_list,mindfulness_exercise,watch_funny_video
1208,burned_out,I have no energy left to deal with anything.,3,5.5,10,2,8,guided_steps,0.22,positive_affirmation,call_friend,listen_music,short_walk
1209,anxious,I keep worrying about small things and can't focus.,7,7.6,7,2,4,suggestions,-0.85,5_min_meditation,mindfulness_exercise,watch_funny_video,call_friend
1210,lonely,I miss having meaningful conversations.,2,4.9,8,9,8,guided_steps,-0.24,short_walk,stretch_body,write_journal,gratitude_list
1211,anxious,I keep worrying about small things and can't focus.,7,8.5,9,8,4,quick_exercises,0.77,short_walk,deep_breathing,digital_detox,nature_break
1212,lonely,I feel like I don't have anyone to talk to today.,9,3.2,8,5,1,guided_steps,-0.36,drink_water,nature_break,positive_affirmation,digital_detox
1213,stressed,I feel pressure from work and my mind won't slow down.,5,5.9,5,10,3,quick_exercises,0.51,listen_music,digital_detox,drink_water,drink_tea
1214,lonely,I miss having meaningful conversations.,5,5.0,7,2,10,guided_steps,-0.61,write_journal,deep_breathing,digital_detox,listen_music
1215,burned_out,I feel completely burned out from work and responsibilities.,6,8.3,5,5,2,quick_exercises,-0.94,stretch_body,call_friend,watch_funny_video,deep_breathing
1216,angry,I feel frustrated and irritated about what happened.,6,5.4,8,7,5,guided_steps,-0.28,short_walk,deep_breathing,call_friend,positive_affirmation
1217,burned_out,I can't focus anymore and everything feels tiring.,1,3.1,4,2,2,guided_steps,-0.37,drink_tea,mindfulness_exercise,write_journal,drink_water
1218,stressed,My deadlines are piling up and I can't relax.,9,3.7,1,4,4,suggestions,0.97,listen_music,gratitude_list,call_friend,watch_funny_video
1219,lonely,I wish someone understood how I feel.,8,4.9,1,8,5,quotes,-0.37,nature_break,digital_detox,drink_water,mindfulness_exercise
1220,sad,I feel really low today and don't have motivation.,4,6.6,5,2,7,suggestions,-0.83,deep_breathing,stretch_body,nature_break,drink_water
1221,sad,I feel really low today and don't have motivation.,1,8.1,1,4,8,quotes,0.22,deep_breathing,gratitude_list,drink_water,stretch_body
1222,lonely,I feel isolated even when people are around.,2,7.8,6,6,2,quick_exercises,0.72,stretch_body,digital_detox,positive_affirmation,write_journal
1223,burned_out,I have no energy left to deal with anything.,2,7.5,5,3,5,suggestions,0.97,stretch_body,drink_water,write_journal,mindfulness_exercise
1224,angry,I'm really upset and it's hard to calm down.,9,3.8,10,6,2,quotes,-0.15,write_journal,listen_music,mindfulness_exercise,watch_funny_video
1225,overthinking,I can't stop thinking about past mistakes.,1,7.7,2,6,1,guided_steps,0.15,nature_break,drink_water,gratitude_list,positive_affirmation
1226,angry,I feel tense and annoyed with everyone today.,1,5.2,9,9,5,light_humor,-0.2,mindfulness_exercise,write_journal,deep_breathing,digital_detox
1227,overthinking,My brain won't switch off from constant thinking.,3,8.2,2,5,10,quotes,0.6,gratitude_list,5_min_meditation,watch_funny_video,mindfulness_exercise
1228,angry,I'm really upset and it's hard to calm down.,9,6.2,6,3,7,guided_steps,-0.61,mindfulness_exercise,call_friend,stretch_body,5_min_meditation
1229,stressed,I keep thinking about everything I have to do and it's exhausting.,5,8.4,1,3,5,quick_exercises,0.42,drink_tea,nature_break,listen_music,gratitude_list
1230,overthinking,My mind keeps replaying the same thoughts again and again.,7,6.5,8,10,5,quotes,0.08,nature_break,digital_detox,positive_affirmation,gratitude_list
1231,overthinking,I can't stop thinking about past mistakes.,7,8.0,2,4,5,light_humor,0.31,listen_music,digital_detox,5_min_meditation,mindfulness_exercise
1232,anxious,I feel tense and uneasy for no clear reason.,5,8.1,9,4,3,quick_exercises,-0.52,mindfulness_exercise,write_journal,digital_detox,positive_affirmation
1233,sad,I can't seem to shake this sadness.,2,4.3,4,4,3,quick_exercises,0.95,drink_water,positive_affirmation,watch_funny_video,write_journal
1234,anxious,I feel tense and uneasy for no clear reason.,2,3.0,2,7,9,quick_exercises,0.94,stretch_body,short_walk,drink_water,positive_affirmation
1235,stressed,My deadlines are piling up and I can't relax.,4,5.4,2,8,5,light_humor,-0.78,gratitude_list,drink_tea,digital_detox,short_walk
1236,burned_out,I have no energy left to deal with anything.,10,6.4,7,4,8,quotes,-0.67,nature_break,short_walk,positive_affirmation,watch_funny_video
1237,angry,I feel tense and annoyed with everyone today.,5,7.2,6,7,6,guided_steps,-0.46,mindfulness_exercise,drink_tea,short_walk,drink_water
1238,overthinking,My brain won't switch off from constant thinking.,5,4.2,7,4,7,guided_steps,-0.95,drink_water,5_min_meditation,nature_break,write_journal
1239,lonely,I wish someone understood how I feel.,10,6.4,5,6,1,quick_exercises,0.97,mindfulness_exercise,digital_detox,short_walk,positive_affirmation
1240,overthinking,My mind keeps replaying the same thoughts again and again.,7,3.6,3,2,9,guided_steps,0.89,nature_break,digital_detox,drink_water,positive_affirmation
1241,angry,I'm really upset and it's hard to calm down.,4,3.8,2,10,3,light_humor,-0.18,5_min_meditation,short_walk,gratitude_list,digital_detox
1242,sad,I feel really low today and don't have motivation.,9,7.7,1,4,9,suggestions,-0.73,nature_break,watch_funny_video,digital_detox,listen_music
1243,stressed,I keep thinking about everything I have to do and it's exhausting.,2,8.6,6,10,3,quotes,0.49,drink_tea,gratitude_list,watch_funny_video,call_friend
1244,lonely,I wish someone understood how I feel.,9,8.1,10,7,9,quotes,-0.03,digital_detox,mindfulness_exercise,watch_funny_video,deep_breathing
1245,angry,I feel tense and annoyed with everyone today.,5,3.5,2,1,2,quick_exercises,0.18,5_min_meditation,deep_breathing,stretch_body,nature_break
1246,angry,I feel tense and annoyed with everyone today.,8,4.6,1,4,1,quick_exercises,0.1,gratitude_list,nature_break,write_journal,stretch_body
1247,angry,I'm really upset and it's hard to calm down.,8,4.3,10,5,8,suggestions,-0.31,watch_funny_video,nature_break,call_friend,listen_music
1248,stressed,I have too many things to finish today and I feel overwhelmed.,7,6.2,2,8,3,quotes,0.26,call_friend,positive_affirmation,stretch_body,deep_breathing
1249,lonely,I feel isolated even when people are around.,8,8.2,10,2,2,quotes,0.63,listen_music,stretch_body,drink_water,write_journal
1250,lonely,I miss having meaningful conversations.,9,7.1,8,6,3,suggestions,0.23,write_journal,short_walk,drink_tea,nature_break
1251,lonely,I miss having meaningful conversations.,1,6.2,2,7,6,quick_exercises,0.93,mindfulness_exercise,call_friend,write_journal,drink_water
1252,stressed,I have too many things to finish today and I feel overwhelmed.,5,3.1,1,2,8,suggestions,-0.28,write_journal,drink_water,5_min_meditation,positive_affirmation
1253,overthinking,I can't stop thinking about past mistakes.,9,7.3,6,1,4,suggestions,0.03,write_journal,gratitude_list,call_friend,listen_music
1254,stressed,I keep thinking about everything I have to do and it's exhausting.,5,7.2,5,6,6,suggestions,0.85,digital_detox,short_walk,gratitude_list,watch_funny_video
1255,angry,I'm really upset and it's hard to calm down.,6,4.1,2,6,5,quick_exercises,-0.06,positive_affirmation,mindfulness_exercise,write_journal,digital_detox
1256,stressed,I feel pressure from work and my mind won't slow down.,6,7.9,3,3,9,quick_exercises,0.17,stretch_body,nature_break,short_walk,watch_funny_video
1257,sad,I can't seem to shake this sadness.,5,6.4,2,2,8,quick_exercises,0.07,stretch_body,short_walk,mindfulness_exercise,call_friend
1258,overthinking,My mind keeps replaying the same thoughts again and again.,4,4.3,4,7,6,suggestions,0.14,gratitude_list,drink_water,call_friend,write_journal
1259,overthinking,I can't stop thinking about past mistakes.,8,7.9,3,1,4,guided_steps,-0.78,positive_affirmation,deep_breathing,digital_detox,stretch_body
1260,stressed,I have too many things to finish today and I feel overwhelmed.,10,6.5,6,3,10,light_humor,-0.17,watch_funny_video,write_journal,nature_break,stretch_body
1261,lonely,I feel isolated even when people are around.,2,6.1,2,5,3,quotes,0.85,mindfulness_exercise,deep_breathing,digital_detox,call_friend
1262,burned_out,I feel exhausted and mentally drained.,8,6.2,4,4,10,light_humor,0.17,deep_breathing,write_journal,drink_tea,nature_break
1263,overthinking,My brain won't switch off from constant thinking.,5,5.1,5,9,10,quick_exercises,0.26,call_friend,drink_tea,digital_detox,watch_funny_video
1264,sad,I can't seem to shake this sadness.,4,8.0,2,5,4,suggestions,-0.54,deep_breathing,listen_music,call_friend,stretch_body
1265,lonely,I feel like I don't have anyone to talk to today.,2,5.5,5,10,8,quick_exercises,-0.09,listen_music,nature_break,digital_detox,short_walk
1266,anxious,I feel tense and uneasy for no clear reason.,2,6.2,9,9,8,light_humor,-0.91,mindfulness_exercise,deep_breathing,gratitude_list,stretch_body
1267,anxious,I feel tense and uneasy for no clear reason.,9,3.6,6,4,7,guided_steps,-0.08,digital_detox,mindfulness_exercise,5_min_meditation,listen_music
1268,stressed,My deadlines are piling up and I can't relax.,8,4.3,8,10,8,light_humor,0.68,call_friend,drink_water,nature_break,write_journal
1269,sad,I can't seem to shake this sadness.,10,3.8,10,4,6,quick_exercises,-0.06,watch_funny_video,stretch_body,gratitude_list,call_friend
1270,angry,I feel frustrated and irritated about what happened.,10,7.8,3,10,2,guided_steps,0.3,mindfulness_exercise,drink_water,watch_funny_video,call_friend
1271,anxious,I feel tense and uneasy for no clear reason.,9,7.5,9,2,2,suggestions,0.79,call_friend,drink_tea,gratitude_list,write_journal
1272,angry,I'm really upset and it's hard to calm down.,9,7.8,8,8,7,suggestions,-0.28,mindfulness_exercise,drink_water,deep_breathing,call_friend
1273,angry,I can't stop thinking about something that made me angry.,5,6.0,10,4,4,guided_steps,-0.44,short_walk,drink_water,listen_music,watch_funny_video
1274,stressed,I keep thinking about everything I have to do and it's exhausting.,2,4.8,4,4,3,light_humor,-0.93,mindfulness_exercise,positive_affirmation,listen_music,drink_tea
1275,sad,Everything feels heavy and I just want to stay quiet.,7,8.5,10,9,1,guided_steps,-0.86,stretch_body,drink_tea,gratitude_list,watch_funny_video
1276,burned_out,I have no energy left to deal with anything.,7,8.0,5,6,5,guided_steps,0.75,5_min_meditation,drink_tea,nature_break,digital_detox
1277,lonely,I wish someone understood how I feel.,2,8.1,1,6,7,quick_exercises,0.38,listen_music,gratitude_list,digital_detox,5_min_meditation
1278,sad,I can't seem to shake this sadness.,6,5.1,7,10,4,guided_steps,0.45,deep_breathing,watch_funny_video,write_journal,drink_tea
1279,overthinking,I can't stop thinking about past mistakes.,8,4.2,10,10,4,guided_steps,-0.82,drink_tea,stretch_body,drink_water,call_friend
1280,overthinking,My brain won't switch off from constant thinking.,8,8.3,4,10,8,quotes,-0.47,short_walk,drink_water,call_friend,gratitude_list
1281,sad,I can't seem to shake this sadness.,10,6.6,9,1,3,guided_steps,-0.59,drink_water,watch_funny_video,listen_music,5_min_meditation
1282,anxious,I feel nervous about what might happen later today.,6,7.8,6,8,3,quotes,0.86,deep_breathing,digital_detox,mindfulness_exercise,drink_tea
1283,burned_out,I can't focus anymore and everything feels tiring.,8,7.5,3,5,1,light_humor,0.28,drink_tea,short_walk,listen_music,write_journal
1284,anxious,I feel tense and uneasy for no clear reason.,4,5.4,4,5,5,suggestions,0.55,mindfulness_exercise,call_friend,gratitude_list,watch_funny_video
1285,angry,I can't stop thinking about something that made me angry.,2,6.2,9,6,10,quick_exercises,0.3,drink_water,short_walk,gratitude_list,nature_break
1286,lonely,I wish someone understood how I feel.,10,8.5,4,1,1,quick_exercises,0.76,gratitude_list,watch_funny_video,call_friend,stretch_body
1287,lonely,I feel isolated even when people are around.,1,8.1,4,6,9,light_humor,-0.64,nature_break,deep_breathing,5_min_meditation,positive_affirmation
1288,burned_out,I feel exhausted and mentally drained.,1,7.8,1,9,3,guided_steps,0.81,write_journal,positive_affirmation,digital_detox,gratitude_list
1289,overthinking,My mind keeps replaying the same thoughts again and again.,1,6.4,4,5,7,light_humor,-0.82,digital_detox,nature_break,positive_affirmation,listen_music
1290,stressed,I keep thinking about everything I have to do and it's exhausting.,6,8.1,2,5,9,quick_exercises,-0.41,call_friend,write_journal,deep_breathing,positive_affirmation
1291,stressed,My deadlines are piling up and I can't relax.,10,8.4,2,8,7,quick_exercises,0.7,5_min_meditation,write_journal,call_friend,mindfulness_exercise
1292,angry,I feel frustrated and irritated about what happened.,10,8.9,6,8,4,guided_steps,0.25,positive_affirmation,listen_music,short_walk,5_min_meditation
1293,lonely,I feel isolated even when people are around.,7,5.6,9,10,9,light_humor,0.09,positive_affirmation,watch_funny_video,mindfulness_exercise,call_friend
1294,burned_out,I have no energy left to deal with anything.,7,7.3,6,9,6,guided_steps,0.18,stretch_body,short_walk,listen_music,positive_affirmation
1295,burned_out,I have no energy left to deal with anything.,7,3.0,7,8,8,suggestions,0.24,drink_tea,positive_affirmation,deep_breathing,5_min_meditation
1296,stressed,I feel pressure from work and my mind won't slow down.,4,7.7,5,7,6,light_humor,0.98,call_friend,mindfulness_exercise,listen_music,stretch_body
1297,lonely,I feel like I don't have anyone to talk to today.,3,8.2,7,3,3,guided_steps,-0.08,drink_tea,digital_detox,short_walk,watch_funny_video
1298,anxious,I feel nervous about what might happen later today.,4,5.7,9,6,2,guided_steps,0.75,positive_affirmation,call_friend,stretch_body,mindfulness_exercise
1299,lonely,I feel like I don't have anyone to talk to today.,3,7.9,6,7,2,suggestions,-0.59,deep_breathing,positive_affirmation,stretch_body,write_journal
1300,burned_out,I feel exhausted and mentally drained.,9,8.8,9,2,10,suggestions,-0.87,short_walk,listen_music,5_min_meditation,drink_tea
1301,overthinking,My brain won't switch off from constant thinking.,10,4.9,6,8,1,guided_steps,-0.33,5_min_meditation,digital_detox,watch_funny_video,stretch_body
1302,stressed,I have too many things to finish today and I feel overwhelmed.,4,3.2,7,7,6,quotes,-0.52,drink_water,5_min_meditation,positive_affirmation,short_walk
1303,angry,I feel frustrated and irritated about what happened.,4,7.4,3,2,1,suggestions,-0.68,digital_detox,deep_breathing,listen_music,short_walk
1304,burned_out,I feel completely burned out from work and responsibilities.,7,5.1,5,1,8,suggestions,-0.07,digital_detox,deep_breathing,watch_funny_video,write_journal
